update,epoch,batch,learning_rate,binary_cross_entropy,regularization_loss,total_loss
1,1,1,0.08,0.6798052191734314,2.944046864286065e-07,0.6798055135781178
2,1,2,0.056568542494923796,0.6704272031784058,8.515145746059716e-07,0.6704280546929804
3,1,3,0.046188021535170064,0.661928653717041,1.550496555864811e-06,0.6619302042135968
4,1,4,0.04,0.6577996015548706,2.1578341256827114e-06,0.6578017593889963
5,1,5,0.03577708763999663,0.6509331464767456,2.903880784288049e-06,0.6509360503575299
6,1,6,0.032659863237109045,0.6461522579193115,3.647214034572244e-06,0.6461559051333461
7,1,7,0.030237157840738178,0.6420215368270874,4.343606531620026e-06,0.642025880433619
8,1,8,0.028284271247461898,0.6392394304275513,5.055423825979233e-06,0.6392444858513773
9,1,9,0.02666666666666667,0.6329270005226135,5.800984799861908e-06,0.6329328015074134
10,1,10,0.025298221281347035,0.6306971907615662,6.497541442513466e-06,0.6307036883030087
11,1,11,0.02412090756622109,0.6317393183708191,7.0844613946974275e-06,0.6317464028322138
12,1,12,0.023094010767585032,0.621415376663208,7.817930541932583e-06,0.62142319459375
13,1,13,0.022188007849009168,0.6231842041015625,8.538268506526948e-06,0.623192742370069
14,1,14,0.021380899352993952,0.6223230361938477,9.186212904751302e-06,0.6223322224067525
15,1,15,0.02065591117977289,0.6215052008628845,9.855899028480054e-06,0.621515056761913
16,1,16,0.02,0.6154205799102783,1.0591793805360795e-05,0.6154311717040837
17,2,1,0.01940285000290664,0.614200234413147,1.1272775940597057e-05,0.6142115071890876
18,2,2,0.01885618083164127,0.6126649975776672,1.191220059990883e-05,0.6126769097782672
19,2,3,0.01835325870964494,0.6074541807174683,1.267735566943884e-05,0.6074668580731377
20,2,4,0.017888543819998316,0.6100189685821533,1.3299369253218174e-05,0.6100322679514065
21,2,5,0.017457431218879393,0.608184278011322,1.3890104368329049e-05,0.6081981681156904
22,2,6,0.017056057308448835,0.5999711751937866,1.4578926376998425e-05,0.5999857541201636
23,2,7,0.016681153124565983,0.5993342995643616,1.5236999839544297e-05,0.5993495365642011
24,2,8,0.016329931618554522,0.5940036773681641,1.5970690175890924e-05,0.59401964805834
25,2,9,0.016,0.6035562753677368,1.6473621129989625e-05,0.6035727489888668
26,2,10,0.015689290811054725,0.599772572517395,1.705404557287693e-05,0.5997896265629679
27,2,11,0.01539600717839002,0.5910066962242126,1.7687026411294936e-05,0.5910243832506239
28,2,12,0.015118578920369089,0.5947122573852539,1.827729120850563e-05,0.5947305346764624
29,2,13,0.01485562705416415,0.5939590930938721,1.8825169652700424e-05,0.5939779182635248
30,2,14,0.01460593486680443,0.5887256860733032,1.9433582201600076e-05,0.5887451196555048
31,2,15,0.014368424162141994,0.5876919031143188,2.005486562848091e-05,0.5877119579799474
32,2,16,0.014142135623730949,0.586909830570221,2.067295089364052e-05,0.5869305035211145
33,3,1,0.013926212476455828,0.5890883207321167,2.1273568272590637e-05,0.5891095943003893
34,3,2,0.013719886811400706,0.5818458795547485,2.1885838359594347e-05,0.5818677653931081
35,3,3,0.013522468075656265,0.5863816738128662,2.2406473755836487e-05,0.586404080286622
36,3,4,0.013333333333333334,0.5742772817611694,2.3039583116769793e-05,0.5743003213442862
37,3,5,0.013151918984428584,0.5761631727218628,2.3664403706789016e-05,0.5761868371255696
38,3,6,0.012977713690461004,0.5854214429855347,2.4132391437888148e-05,0.5854455753769725
39,3,7,0.012810252304406971,0.5797510147094727,2.469487115740776e-05,0.5797757095806301
40,3,8,0.012649110640673518,0.578734278678894,2.5306152179837228e-05,0.5787595848310739
41,3,9,0.012493900951088486,0.5727183222770691,2.590968832373619e-05,0.5727442319653928
42,3,10,0.012344267996967353,0.5716042518615723,2.6455860584974288e-05,0.5716307077221573
43,3,11,0.012199885626608373,0.5728487372398376,2.7005476877093315e-05,0.5728757427167147
44,3,12,0.012060453783110546,0.5789372324943542,2.750694006681442e-05,0.5789647394344211
45,3,13,0.011925695879998878,0.5707487463951111,2.8065379709005357e-05,0.5707768117748201
46,3,14,0.011795356492391771,0.570930004119873,2.8577100485563278e-05,0.5709585812203586
47,3,15,0.011669199319831566,0.5747522115707397,2.9074816033244134e-05,0.574781286386773
48,3,16,0.011547005383792516,0.5749685764312744,2.9488049447536468e-05,0.574998064480722
49,4,1,0.011428571428571429,0.5790503621101379,2.9918406158685684e-05,0.5790802805162967
50,4,2,0.01131370849898476,0.5630215406417847,3.0448680743575097e-05,0.5630519893225282
51,4,3,0.011202240672224077,0.5673378705978394,3.096538968384266e-05,0.5673688359875232
52,4,4,0.011094003924504584,0.5763987302780151,3.138434514403343e-05,0.5764301146231592
53,4,5,0.010988845115895122,0.5605345964431763,3.1845785677433016e-05,0.5605664422288537
54,4,6,0.010886621079036348,0.5648328065872192,3.237109258770943e-05,0.5648651776798069
55,4,7,0.010787197799411874,0.5573849678039551,3.291020914912224e-05,0.5574178780131042
56,4,8,0.010690449676496976,0.5615460872650146,3.3373404294252394e-05,0.5615794606693089
57,4,9,0.01059625885652035,0.5560892224311829,3.3930648118257524e-05,0.5561231530793012
58,4,10,0.010504514628777804,0.5585247278213501,3.443925827741623e-05,0.5585591670796275
59,4,11,0.01041511287846591,0.5596891045570374,3.490450978279114e-05,0.5597240090668202
60,4,12,0.010327955589886445,0.5548123121261597,3.544420376420021e-05,0.5548477563299239
61,4,13,0.010242950394631679,0.5601948499679565,3.589193895459175e-05,0.5602307419069111
62,4,14,0.01016001016001524,0.5549362897872925,3.640083223581314e-05,0.5549726906195283
63,4,15,0.010079052613579392,0.5561580657958984,3.691767156124115e-05,0.5561949834674597
64,4,16,0.01,0.5558055639266968,3.741407766938209e-05,0.5558429780043661
